Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Sort_Filter_ProductCount_Loadmore_Emi,Chrome 77.0.3865.90,This suite is being created just to check the Flow of Execution of Test Cases rather than each time opening the Browser.,,2019-09-20 14:07:40,2019-09-20 14:10:15,2m - 34.206s,INCOMPLETE
,,,,,,,
Test Cases/PLPproductCount,Chrome 77.0.3865.90,"In this Test Case we are verifying if the Product count initially loaded is 30. 
If the user clicks on Load More Functionality than again more 30 products should only be loaded.
Her we are even verifying the total product Count.",,2019-09-20 14:07:49,2019-09-20 14:08:00,10.519s,PASSED
i = 3,Chrome 77.0.3865.90,,,2019-09-20 14:07:49,2019-09-20 14:07:49,0.010s,PASSED
Resources.selectCity(),Chrome 77.0.3865.90,,,2019-09-20 14:07:49,2019-09-20 14:07:52,2.605s,PASSED
Thread.sleep(2000),Chrome 77.0.3865.90,,,2019-09-20 14:07:52,2019-09-20 14:07:54,2.005s,PASSED
Resources.moveToMobiles(),Chrome 77.0.3865.90,,,2019-09-20 14:07:54,2019-09-20 14:07:56,1.815s,PASSED
Assert.assertFalse(Resources.checkifComparepopuppresent()),Chrome 77.0.3865.90,,,2019-09-20 14:07:56,2019-09-20 14:07:56,0.242s,PASSED
incrementCount = 0,Chrome 77.0.3865.90,,,2019-09-20 14:07:56,2019-09-20 14:07:56,0.001s,PASSED
count = new plp.CountProducts(),Chrome 77.0.3865.90,,,2019-09-20 14:07:56,2019-09-20 14:07:56,0.003s,PASSED
totalProductCount = Resources.getTotalCount(),Chrome 77.0.3865.90,,,2019-09-20 14:07:56,2019-09-20 14:07:56,0.117s,PASSED
"total = Resources.verifyLoadCount(i, totalProductCount, count)",Chrome 77.0.3865.90,,,2019-09-20 14:07:56,2019-09-20 14:07:57,0.484s,PASSED
"Assert.assertEquals(total, totalProductCount)",Chrome 77.0.3865.90,,,2019-09-20 14:07:57,2019-09-20 14:07:57,0.001s,PASSED
Start tear down : tearDownTestCase,Chrome 77.0.3865.90,,,2019-09-20 14:07:57,2019-09-20 14:08:00,3.001s,PASSED
,,,,,,,
Test Cases/SortLowertoHigherCheck,Chrome 77.0.3865.90,"Chceking the two EMI options order.
i.e Low to High 
and High to Low.",,2019-09-20 14:08:00,2019-09-20 14:08:05,5.299s,PASSED
i = 3,Chrome 77.0.3865.90,,,2019-09-20 14:08:00,2019-09-20 14:08:00,0.001s,PASSED
driver = getWebDriver(),Chrome 77.0.3865.90,,,2019-09-20 14:08:00,2019-09-20 14:08:00,0.000s,PASSED
"mouseOver(findTestObject(""Object Repository/PLPpage/PLP_Title""))",Chrome 77.0.3865.90,,,2019-09-20 14:08:00,2019-09-20 14:08:00,0.193s,PASSED
totalProducts = Resources.getTotalCount(),Chrome 77.0.3865.90,,,2019-09-20 14:08:00,2019-09-20 14:08:00,0.053s,PASSED
emiPrice = new java.util.ArrayList(),Chrome 77.0.3865.90,,,2019-09-20 14:08:00,2019-09-20 14:08:00,0.000s,PASSED
"emiPrice.addAll(Resources.getallEMIValues(i, totalProducts))",Chrome 77.0.3865.90,,,2019-09-20 14:08:00,2019-09-20 14:08:02,1.910s,PASSED
println(emiPrice),Chrome 77.0.3865.90,,,2019-09-20 14:08:02,2019-09-20 14:08:02,0.000s,PASSED
"for ([j = 0, j < emiPrice.size() - 1, (j++)])",Chrome 77.0.3865.90,,,2019-09-20 14:08:02,2019-09-20 14:08:02,0.006s,PASSED
Start tear down : tearDownTestCase,Chrome 77.0.3865.90,,,2019-09-20 14:08:02,2019-09-20 14:08:05,3.000s,PASSED
,,,,,,,
Test Cases/SortHighertoLowerCheck,Chrome 77.0.3865.90,This test case is used to check if the sort is working appropriately..if the filter selected is Highr to Lower,,2019-09-20 14:08:05,2019-09-20 14:08:18,13.194s,PASSED
i = 3,Chrome 77.0.3865.90,,,2019-09-20 14:08:05,2019-09-20 14:08:05,0.000s,PASSED
"mouseOver(findTestObject(""Object Repository/PLPpage/PLP_Title""))",Chrome 77.0.3865.90,,,2019-09-20 14:08:05,2019-09-20 14:08:05,0.166s,PASSED
"waitForElementNotPresent(findTestObject(""Object Repository/PLPpage/EMIHightoLow""), 5)",Chrome 77.0.3865.90,,,2019-09-20 14:08:05,2019-09-20 14:08:10,5.295s,PASSED
"click(findTestObject(""Object Repository/PLPpage/EMIHightoLow""))",Chrome 77.0.3865.90,,,2019-09-20 14:08:10,2019-09-20 14:08:11,0.142s,PASSED
Thread.sleep(2000),Chrome 77.0.3865.90,,,2019-09-20 14:08:11,2019-09-20 14:08:13,2.000s,PASSED
count = new plp.CountProducts(),Chrome 77.0.3865.90,,,2019-09-20 14:08:13,2019-09-20 14:08:13,0.000s,PASSED
totalProductCount = Resources.getTotalCount(),Chrome 77.0.3865.90,,,2019-09-20 14:08:13,2019-09-20 14:08:13,0.104s,PASSED
"flag = Resources.verifyLoadCount(i, totalProductCount, count)",Chrome 77.0.3865.90,,,2019-09-20 14:08:13,2019-09-20 14:08:13,0.409s,PASSED
emi = new java.util.ArrayList(),Chrome 77.0.3865.90,,,2019-09-20 14:08:13,2019-09-20 14:08:13,0.000s,PASSED
"emi.addAll(Resources.getallEMIValues(i, Resources.getTotalCount()))",Chrome 77.0.3865.90,,,2019-09-20 14:08:13,2019-09-20 14:08:15,1.914s,PASSED
"for ([j = 0, j < emi.size() - 1, (j++)])",Chrome 77.0.3865.90,,,2019-09-20 14:08:15,2019-09-20 14:08:15,0.008s,PASSED
Start tear down : tearDownTestCase,Chrome 77.0.3865.90,,,2019-09-20 14:08:15,2019-09-20 14:08:18,3.001s,PASSED
,,,,,,,
Test Cases/AddingproductstoCompare,Chrome 77.0.3865.90,Verifying if the nos. of products added to compare are appropriate or not.,,2019-09-20 14:08:18,2019-09-20 14:08:55,36.598s,PASSED
driver = getWebDriver(),Chrome 77.0.3865.90,,,2019-09-20 14:08:18,2019-09-20 14:08:18,0.001s,PASSED
productNames = new java.util.ArrayList(),Chrome 77.0.3865.90,,,2019-09-20 14:08:18,2019-09-20 14:08:18,0.000s,PASSED
"mouseOver(findTestObject(""Object Repository/PLPpage/PLP_Title""))",Chrome 77.0.3865.90,,,2019-09-20 14:08:18,2019-09-20 14:08:18,0.168s,PASSED
flag = false,Chrome 77.0.3865.90,,,2019-09-20 14:08:18,2019-09-20 14:08:18,0.000s,PASSED
"for ([i = 1, i <= nosOfProducts * 2, i += 2])",Chrome 77.0.3865.90,,,2019-09-20 14:08:18,2019-09-20 14:08:29,10.181s,PASSED
println(productNames),Chrome 77.0.3865.90,,,2019-09-20 14:08:29,2019-09-20 14:08:29,0.001s,PASSED
Thread.sleep(3000),Chrome 77.0.3865.90,,,2019-09-20 14:08:29,2019-09-20 14:08:32,3.002s,PASSED
"count = callTestCase(findTestCase(""Test Cases/VerifyComparePopUpCount""), null)",Chrome 77.0.3865.90,,,2019-09-20 14:08:32,2019-09-20 14:08:32,0.294s,PASSED
"Assert.assertEquals(Integer.parseInt(count), nosOfProducts)",Chrome 77.0.3865.90,,,2019-09-20 14:08:32,2019-09-20 14:08:32,0.000s,PASSED
"callTestCase(findTestCase(""Test Cases/AddingExtraProductToCompare""), null)",Chrome 77.0.3865.90,,,2019-09-20 14:08:32,2019-09-20 14:08:35,3.342s,PASSED
"waitForElementNotPresent(findTestObject(""Object Repository/CompareFunctionality/ComparePopUp""), 5)",Chrome 77.0.3865.90,,,2019-09-20 14:08:35,2019-09-20 14:08:41,5.405s,PASSED
"click(findTestObject(""Object Repository/CompareFunctionality/ComparePopUp""))",Chrome 77.0.3865.90,,,2019-09-20 14:08:41,2019-09-20 14:08:42,1.370s,PASSED
com = new pom_files.ComparePage(driver),Chrome 77.0.3865.90,,,2019-09-20 14:08:42,2019-09-20 14:08:42,0.003s,PASSED
noofElements = com.compareElementsSize(),Chrome 77.0.3865.90,,,2019-09-20 14:08:42,2019-09-20 14:08:42,0.125s,PASSED
"Assert.assertEquals(noofElements, nosOfProducts)",Chrome 77.0.3865.90,,,2019-09-20 14:08:42,2019-09-20 14:08:42,0.001s,PASSED
"for ([j = 1, j <= nosOfProducts, (j++)])",Chrome 77.0.3865.90,,,2019-09-20 14:08:42,2019-09-20 14:08:52,9.520s,PASSED
Start tear down : tearDownTestCase,Chrome 77.0.3865.90,,,2019-09-20 14:08:52,2019-09-20 14:08:55,3.000s,PASSED
,,,,,,,
Test Cases/CheckifCommonFeaturesareHidden,Chrome 77.0.3865.90,This test case is used to verify if the Hide Common features button is working appropriately or not..,,2019-09-20 14:08:55,2019-09-20 14:08:58,3.333s,PASSED
driver = getWebDriver(),Chrome 77.0.3865.90,,,2019-09-20 14:08:55,2019-09-20 14:08:55,0.002s,PASSED
"click(findTestObject(""Object Repository/CompareFunctionality/HideCommonFeaturesCheckbox""))",Chrome 77.0.3865.90,,,2019-09-20 14:08:55,2019-09-20 14:08:55,0.105s,PASSED
"style = getAttribute(findTestObject(""Object Repository/CompareFunctionality/CommonRows""), ""style"")",Chrome 77.0.3865.90,,,2019-09-20 14:08:55,2019-09-20 14:08:55,0.078s,PASSED
println(style),Chrome 77.0.3865.90,,,2019-09-20 14:08:55,2019-09-20 14:08:55,0.000s,PASSED
