Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Sort_Filter_ProductCount_Loadmore_Emi,Chrome 77.0.3865.90,This suite is being created just to check the Flow of Execution of Test Cases rather than each time opening the Browser.,,2019-09-21 10:56:33,2019-09-21 10:59:25,2m - 51.972s,INCOMPLETE
,,,,,,,
Test Cases/PLPproductCount,Chrome 77.0.3865.90,"In this Test Case we are verifying if the Product count initially loaded is 30. 
If the user clicks on Load More Functionality than again more 30 products should only be loaded.
Her we are even verifying the total product Count.",,2019-09-21 10:56:45,2019-09-21 10:56:53,8.058s,PASSED
i = 3,Chrome 77.0.3865.90,,,2019-09-21 10:56:45,2019-09-21 10:56:45,0.001s,PASSED
Resources.selectCity(),Chrome 77.0.3865.90,,,2019-09-21 10:56:45,2019-09-21 10:56:45,0.378s,PASSED
Thread.sleep(2000),Chrome 77.0.3865.90,,,2019-09-21 10:56:45,2019-09-21 10:56:47,2.004s,PASSED
Resources.movingToSmartphonesPage(),Chrome 77.0.3865.90,,,2019-09-21 10:56:47,2019-09-21 10:56:49,1.569s,PASSED
Assert.assertFalse(Resources.checkifComparepopuppresent()),Chrome 77.0.3865.90,,,2019-09-21 10:56:49,2019-09-21 10:56:49,0.111s,PASSED
incrementCount = 0,Chrome 77.0.3865.90,,,2019-09-21 10:56:49,2019-09-21 10:56:49,0.001s,PASSED
count = new plp.CountProducts(),Chrome 77.0.3865.90,,,2019-09-21 10:56:49,2019-09-21 10:56:49,0.003s,PASSED
totalProductCount = Resources.getTotalCount(),Chrome 77.0.3865.90,,,2019-09-21 10:56:49,2019-09-21 10:56:49,0.175s,PASSED
"total = Resources.verifyLoadCount(i, totalProductCount, count)",Chrome 77.0.3865.90,,,2019-09-21 10:56:49,2019-09-21 10:56:50,0.575s,PASSED
"Assert.assertEquals(total, totalProductCount)",Chrome 77.0.3865.90,,,2019-09-21 10:56:50,2019-09-21 10:56:50,0.001s,PASSED
Start tear down : tearDownTestCase,Chrome 77.0.3865.90,,,2019-09-21 10:56:50,2019-09-21 10:56:53,3.001s,PASSED
,,,,,,,
Test Cases/SortLowertoHigherCheck,Chrome 77.0.3865.90,"Chceking the two EMI options order.
i.e Low to High 
and High to Low.",,2019-09-21 10:56:53,2019-09-21 10:56:57,4.521s,PASSED
i = 3,Chrome 77.0.3865.90,,,2019-09-21 10:56:53,2019-09-21 10:56:53,0.002s,PASSED
driver = getWebDriver(),Chrome 77.0.3865.90,,,2019-09-21 10:56:53,2019-09-21 10:56:53,0.001s,PASSED
"mouseOver(findTestObject(""Object Repository/PLPpage/PLP_Title""))",Chrome 77.0.3865.90,,,2019-09-21 10:56:53,2019-09-21 10:56:53,0.212s,PASSED
totalProducts = Resources.getTotalCount(),Chrome 77.0.3865.90,,,2019-09-21 10:56:53,2019-09-21 10:56:53,0.062s,PASSED
emiPrice = new java.util.ArrayList(),Chrome 77.0.3865.90,,,2019-09-21 10:56:53,2019-09-21 10:56:53,0.001s,PASSED
"emiPrice.addAll(Resources.getallEMIValues(i, totalProducts))",Chrome 77.0.3865.90,,,2019-09-21 10:56:53,2019-09-21 10:56:54,1.043s,PASSED
println(emiPrice),Chrome 77.0.3865.90,,,2019-09-21 10:56:54,2019-09-21 10:56:54,0.001s,PASSED
"for ([j = 0, j < emiPrice.size() - 1, (j++)])",Chrome 77.0.3865.90,,,2019-09-21 10:56:54,2019-09-21 10:56:54,0.004s,PASSED
Start tear down : tearDownTestCase,Chrome 77.0.3865.90,,,2019-09-21 10:56:54,2019-09-21 10:56:57,3.002s,PASSED
,,,,,,,
Test Cases/SortHighertoLowerCheck,Chrome 77.0.3865.90,This test case is used to check if the sort is working appropriately..if the filter selected is Highr to Lower,,2019-09-21 10:56:57,2019-09-21 10:57:10,12.221s,PASSED
