Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Sort_Filter_ProductCount_Loadmore_Emi,Chrome 77.0.3865.90,This suite is being created just to check the Flow of Execution of Test Cases rather than each time opening the Browser.,,2019-09-20 19:00:18,2019-09-20 19:02:54,2m - 36.454s,INCOMPLETE
,,,,,,,
Test Cases/PLPproductCount,Chrome 77.0.3865.90,"In this Test Case we are verifying if the Product count initially loaded is 30. 
If the user clicks on Load More Functionality than again more 30 products should only be loaded.
Her we are even verifying the total product Count.",,2019-09-20 19:00:27,2019-09-20 19:00:38,10.315s,PASSED
i = 3,Chrome 77.0.3865.90,,,2019-09-20 19:00:27,2019-09-20 19:00:27,0.001s,PASSED
Resources.selectCity(),Chrome 77.0.3865.90,,,2019-09-20 19:00:27,2019-09-20 19:00:30,2.528s,PASSED
Thread.sleep(2000),Chrome 77.0.3865.90,,,2019-09-20 19:00:30,2019-09-20 19:00:32,2.006s,PASSED
Resources.moveToMobiles(),Chrome 77.0.3865.90,,,2019-09-20 19:00:32,2019-09-20 19:00:34,1.732s,PASSED
Assert.assertFalse(Resources.checkifComparepopuppresent()),Chrome 77.0.3865.90,,,2019-09-20 19:00:34,2019-09-20 19:00:34,0.117s,PASSED
incrementCount = 0,Chrome 77.0.3865.90,,,2019-09-20 19:00:34,2019-09-20 19:00:34,0.001s,PASSED
count = new plp.CountProducts(),Chrome 77.0.3865.90,,,2019-09-20 19:00:34,2019-09-20 19:00:34,0.003s,PASSED
totalProductCount = Resources.getTotalCount(),Chrome 77.0.3865.90,,,2019-09-20 19:00:34,2019-09-20 19:00:34,0.238s,PASSED
"total = Resources.verifyLoadCount(i, totalProductCount, count)",Chrome 77.0.3865.90,,,2019-09-20 19:00:34,2019-09-20 19:00:35,0.507s,PASSED
"Assert.assertEquals(total, totalProductCount)",Chrome 77.0.3865.90,,,2019-09-20 19:00:35,2019-09-20 19:00:35,0.001s,PASSED
Start tear down : tearDownTestCase,Chrome 77.0.3865.90,,,2019-09-20 19:00:35,2019-09-20 19:00:38,3.002s,PASSED
,,,,,,,
Test Cases/SortLowertoHigherCheck,Chrome 77.0.3865.90,"Chceking the two EMI options order.
i.e Low to High 
and High to Low.",,2019-09-20 19:00:38,2019-09-20 19:00:43,5.244s,PASSED
i = 3,Chrome 77.0.3865.90,,,2019-09-20 19:00:38,2019-09-20 19:00:38,0.001s,PASSED
driver = getWebDriver(),Chrome 77.0.3865.90,,,2019-09-20 19:00:38,2019-09-20 19:00:38,0.001s,PASSED
"mouseOver(findTestObject(""Object Repository/PLPpage/PLP_Title""))",Chrome 77.0.3865.90,,,2019-09-20 19:00:38,2019-09-20 19:00:38,0.186s,PASSED
totalProducts = Resources.getTotalCount(),Chrome 77.0.3865.90,,,2019-09-20 19:00:38,2019-09-20 19:00:38,0.052s,PASSED
emiPrice = new java.util.ArrayList(),Chrome 77.0.3865.90,,,2019-09-20 19:00:38,2019-09-20 19:00:38,0.001s,PASSED
"emiPrice.addAll(Resources.getallEMIValues(i, totalProducts))",Chrome 77.0.3865.90,,,2019-09-20 19:00:38,2019-09-20 19:00:40,1.833s,PASSED
println(emiPrice),Chrome 77.0.3865.90,,,2019-09-20 19:00:40,2019-09-20 19:00:40,0.002s,PASSED
"for ([j = 0, j < emiPrice.size() - 1, (j++)])",Chrome 77.0.3865.90,,,2019-09-20 19:00:40,2019-09-20 19:00:40,0.014s,PASSED
Start tear down : tearDownTestCase,Chrome 77.0.3865.90,,,2019-09-20 19:00:40,2019-09-20 19:00:43,3.001s,PASSED
,,,,,,,
Test Cases/SortHighertoLowerCheck,Chrome 77.0.3865.90,This test case is used to check if the sort is working appropriately..if the filter selected is Highr to Lower,,2019-09-20 19:00:43,2019-09-20 19:00:56,13.361s,PASSED
i = 3,Chrome 77.0.3865.90,,,2019-09-20 19:00:43,2019-09-20 19:00:43,0.001s,PASSED
"mouseOver(findTestObject(""Object Repository/PLPpage/PLP_Title""))",Chrome 77.0.3865.90,,,2019-09-20 19:00:43,2019-09-20 19:00:43,0.173s,PASSED
"waitForElementNotPresent(findTestObject(""Object Repository/PLPpage/EMIHightoLow""), 5)",Chrome 77.0.3865.90,,,2019-09-20 19:00:43,2019-09-20 19:00:48,5.285s,PASSED
"click(findTestObject(""Object Repository/PLPpage/EMIHightoLow""))",Chrome 77.0.3865.90,,,2019-09-20 19:00:48,2019-09-20 19:00:49,0.134s,PASSED
Thread.sleep(2000),Chrome 77.0.3865.90,,,2019-09-20 19:00:49,2019-09-20 19:00:51,2.001s,PASSED
count = new plp.CountProducts(),Chrome 77.0.3865.90,,,2019-09-20 19:00:51,2019-09-20 19:00:51,0.002s,PASSED
totalProductCount = Resources.getTotalCount(),Chrome 77.0.3865.90,,,2019-09-20 19:00:51,2019-09-20 19:00:51,0.094s,PASSED
"flag = Resources.verifyLoadCount(i, totalProductCount, count)",Chrome 77.0.3865.90,,,2019-09-20 19:00:51,2019-09-20 19:00:51,0.363s,PASSED
emi = new java.util.ArrayList(),Chrome 77.0.3865.90,,,2019-09-20 19:00:51,2019-09-20 19:00:51,0.000s,PASSED
"emi.addAll(Resources.getallEMIValues(i, Resources.getTotalCount()))",Chrome 77.0.3865.90,,,2019-09-20 19:00:51,2019-09-20 19:00:53,2.174s,PASSED
"for ([j = 0, j < emi.size() - 1, (j++)])",Chrome 77.0.3865.90,,,2019-09-20 19:00:53,2019-09-20 19:00:53,0.011s,PASSED
