Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"click(findTestObject(""Object Repository/CompareFunctionality/span_OK""))",Chrome 77.0.3865.90,,,2019-09-21 11:50:45,2019-09-21 11:50:46,1.500s,PASSED
Assert.assertNotNull(confirmMessage),Chrome 77.0.3865.90,,,2019-09-21 11:50:46,2019-09-21 11:50:46,0.001s,PASSED
(internal.GlobalVariable.nosOfProducts--),Chrome 77.0.3865.90,,,2019-09-21 11:50:46,2019-09-21 11:50:46,0.001s,PASSED
refresh(),Chrome 77.0.3865.90,,,2019-09-21 11:50:46,2019-09-21 11:50:46,0.020s,PASSED
count = Resources.nosOfProductsonComparePage(driver),Chrome 77.0.3865.90,,,2019-09-21 11:50:46,2019-09-21 11:50:47,1.059s,PASSED
"Assert.assertEquals(count, nosOfProducts)",Chrome 77.0.3865.90,,,2019-09-21 11:50:47,2019-09-21 11:50:47,0.000s,PASSED
Resources.movingToSmartphonesPage(),Chrome 77.0.3865.90,,,2019-09-21 11:50:47,2019-09-21 11:50:49,1.784s,PASSED
"productCount = callTestCase(findTestCase(""Test Cases/VerifyComparePopUpCount""), null)",Chrome 77.0.3865.90,,,2019-09-21 11:50:49,2019-09-21 11:50:49,0.311s,PASSED
"Assert.assertEquals(Integer.parseInt(productCount), nosOfProducts)",Chrome 77.0.3865.90,,,2019-09-21 11:50:49,2019-09-21 11:50:49,0.000s,PASSED
Start tear down : tearDownTestCase,Chrome 77.0.3865.90,,,2019-09-21 11:50:49,2019-09-21 11:50:52,3.002s,PASSED
,,,,,,,
Test Cases/VerifyMainCategoryNames,Chrome 77.0.3865.90,Here we are verifying if the Category  Name present in the header pop-up panel and the one present onthe PLP page itself are equal or not.,,2019-09-21 11:50:52,2019-09-21 11:51:52,1m - 0.095s,PASSED
"mouseOver(findTestObject(""Object Repository/PLPpage/PLP_Title""))",Chrome 77.0.3865.90,,,2019-09-21 11:50:52,2019-09-21 11:50:53,0.156s,PASSED
categoryNames = new java.util.ArrayList(),Chrome 77.0.3865.90,,,2019-09-21 11:50:53,2019-09-21 11:50:53,0.001s,PASSED
driver = getWebDriver(),Chrome 77.0.3865.90,,,2019-09-21 11:50:53,2019-09-21 11:50:53,0.001s,PASSED
"size = xpath(""//div[@class='a_deskcatagory']/ul/li"")).size()",Chrome 77.0.3865.90,,,2019-09-21 11:50:53,2019-09-21 11:50:53,0.038s,PASSED
"for ([i = 1, i <= size, (i++)])",Chrome 77.0.3865.90,,,2019-09-21 11:50:53,2019-09-21 11:51:49,56.744s,PASSED
Start tear down : tearDownTestCase,Chrome 77.0.3865.90,,,2019-09-21 11:51:49,2019-09-21 11:51:52,3.001s,PASSED
,,,,,,,
Test Cases/AddingProductsfromComparePage,Chrome 77.0.3865.90,This test case is used to verify if the product is getting added from Compare Page itself or not.,,2019-09-21 11:51:52,2019-09-21 11:52:04,11.932s,PASSED
productFirstName = String.valueOf(get(1).charAt(0)),Chrome 77.0.3865.90,,,2019-09-21 11:51:53,2019-09-21 11:51:53,0.001s,PASSED
println(productFirstName),Chrome 77.0.3865.90,,,2019-09-21 11:51:53,2019-09-21 11:51:53,0.000s,PASSED
"setText(findTestObject(""Object Repository/CompareFunctionality/input_Select another product_selectpro""), productFirstName)",Chrome 77.0.3865.90,,,2019-09-21 11:51:53,2019-09-21 11:51:53,0.127s,PASSED
"click(findTestObject(""Object Repository/CompareFunctionality/li_LG G4 32 GB Brown (3 GB RAM)""))",Chrome 77.0.3865.90,,,2019-09-21 11:51:53,2019-09-21 11:51:53,0.657s,PASSED
"click(findTestObject(""Object Repository/CompareFunctionality/a_Add Product""))",Chrome 77.0.3865.90,,,2019-09-21 11:51:53,2019-09-21 11:51:53,0.093s,PASSED
Resources.incrementnoOfProducts(),Chrome 77.0.3865.90,,,2019-09-21 11:51:53,2019-09-21 11:51:53,0.001s,PASSED
Thread.sleep(3000),Chrome 77.0.3865.90,,,2019-09-21 11:51:53,2019-09-21 11:51:56,3.001s,PASSED
Resources.movingToSmartphonesPage(),Chrome 77.0.3865.90,,,2019-09-21 11:51:56,2019-09-21 11:51:58,1.745s,PASSED
Thread.sleep(3000),Chrome 77.0.3865.90,,,2019-09-21 11:51:58,2019-09-21 11:52:01,3.002s,PASSED
"text = callTestCase(findTestCase(""Test Cases/VerifyComparePopUpCount""), null)",Chrome 77.0.3865.90,,,2019-09-21 11:52:01,2019-09-21 11:52:01,0.149s,PASSED
"Assert.assertEquals(Integer.parseInt(text), nosOfProducts)",Chrome 77.0.3865.90,,,2019-09-21 11:52:01,2019-09-21 11:52:01,0.000s,PASSED
Start tear down : tearDownTestCase,Chrome 77.0.3865.90,,,2019-09-21 11:52:01,2019-09-21 11:52:04,3.002s,PASSED
,,,,,,,
Test Cases/RemovingAllTheProductsFromComparePopup,Chrome 77.0.3865.90,After removing the Product from the Compare Page and Moving to the Mobiles and Electronics Section we can again add a Product from the Compare Page and tha verify the Product Count.,,2019-09-21 11:52:04,2019-09-21 11:52:15,11.175s,PASSED
"mouseOver(findTestObject(""Object Repository/CompareFunctionality/ComparePopUp""))",Chrome 77.0.3865.90,,,2019-09-21 11:52:04,2019-09-21 11:52:05,0.158s,PASSED
"click(findTestObject(""Object Repository/CompareFunctionality/RemoveAllLinks""))",Chrome 77.0.3865.90,,,2019-09-21 11:52:05,2019-09-21 11:52:05,0.142s,PASSED
Thread.sleep(3000),Chrome 77.0.3865.90,,,2019-09-21 11:52:05,2019-09-21 11:52:08,3.001s,PASSED
"click(findTestObject(""Object Repository/CompareFunctionality/span_OK""))",Chrome 77.0.3865.90,,,2019-09-21 11:52:08,2019-09-21 11:52:09,1.695s,PASSED
Thread.sleep(3000),Chrome 77.0.3865.90,,,2019-09-21 11:52:09,2019-09-21 11:52:12,3.001s,PASSED
Assert.assertFalse(Resources.checkifComparepopuppresent()),Chrome 77.0.3865.90,,,2019-09-21 11:52:12,2019-09-21 11:52:12,0.061s,PASSED
Start tear down : tearDownTestCase,Chrome 77.0.3865.90,,,2019-09-21 11:52:12,2019-09-21 11:52:15,3.001s,PASSED
,,,,,,,
Test Cases/FullNameSearch,Chrome 77.0.3865.90,This test case is used to verify if the product is getting searched with Full Name and than verifying the Name of the Product on the PDP page.,,2019-09-21 11:52:16,2019-09-21 11:52:22,6.576s,PASSED
"setText(findTestObject(""Object Repository/Search/SearchinputFiled""), namesofProducts.get(1))",Chrome 77.0.3865.90,,,2019-09-21 11:52:16,2019-09-21 11:52:16,0.368s,PASSED
Thread.sleep(3000),Chrome 77.0.3865.90,,,2019-09-21 11:52:16,2019-09-21 11:52:19,3.001s,PASSED
driver = getWebDriver(),Chrome 77.0.3865.90,,,2019-09-21 11:52:19,2019-09-21 11:52:19,0.001s,PASSED
"list = xpath(""//div[@class='mst-searchautocomplete__wrapper']/div/div/div[1]/ul/li"")).size()",Chrome 77.0.3865.90,,,2019-09-21 11:52:19,2019-09-21 11:52:19,0.043s,PASSED
Assert.assertNotNull(list),Chrome 77.0.3865.90,,,2019-09-21 11:52:19,2019-09-21 11:52:19,0.001s,PASSED
Start tear down : tearDownTestCase,Chrome 77.0.3865.90,,,2019-09-21 11:52:19,2019-09-21 11:52:22,3.001s,PASSED
