Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Sort_Filter_ProductCount_Loadmore_Emi,Chrome 77.0.3865.90,This suite is being created just to check the Flow of Execution of Test Cases rather than each time opening the Browser.,,2019-09-21 14:08:06,2019-09-21 14:11:49,3m - 43.275s,INCOMPLETE
,,,,,,,
Test Cases/PLPproductCount,Chrome 77.0.3865.90,"In this Test Case we are verifying if the Product count initially loaded is 30. 
If the user clicks on Load More Functionality than again more 30 products should only be loaded.
Her we are even verifying the total product Count.",,2019-09-21 14:08:16,2019-09-21 14:08:24,7.654s,PASSED
i = 3,Chrome 77.0.3865.90,,,2019-09-21 14:08:17,2019-09-21 14:08:17,0.001s,PASSED
Resources.selectCity(),Chrome 77.0.3865.90,,,2019-09-21 14:08:17,2019-09-21 14:08:17,0.166s,PASSED
Thread.sleep(2000),Chrome 77.0.3865.90,,,2019-09-21 14:08:17,2019-09-21 14:08:19,2.005s,PASSED
Resources.movingToSmartphonesPage(),Chrome 77.0.3865.90,,,2019-09-21 14:08:19,2019-09-21 14:08:20,1.512s,PASSED
Assert.assertFalse(Resources.checkifComparepopuppresent()),Chrome 77.0.3865.90,,,2019-09-21 14:08:20,2019-09-21 14:08:20,0.108s,PASSED
incrementCount = 0,Chrome 77.0.3865.90,,,2019-09-21 14:08:20,2019-09-21 14:08:20,0.000s,PASSED
count = new plp.CountProducts(),Chrome 77.0.3865.90,,,2019-09-21 14:08:20,2019-09-21 14:08:20,0.002s,PASSED
totalProductCount = Resources.getTotalCount(),Chrome 77.0.3865.90,,,2019-09-21 14:08:20,2019-09-21 14:08:20,0.074s,PASSED
"total = Resources.verifyLoadCount(i, totalProductCount, count)",Chrome 77.0.3865.90,,,2019-09-21 14:08:20,2019-09-21 14:08:21,0.578s,PASSED
"Assert.assertEquals(total, totalProductCount)",Chrome 77.0.3865.90,,,2019-09-21 14:08:21,2019-09-21 14:08:21,0.001s,PASSED
Start tear down : tearDownTestCase,Chrome 77.0.3865.90,,,2019-09-21 14:08:21,2019-09-21 14:08:24,3.003s,PASSED
,,,,,,,
Test Cases/SortLowertoHigherCheck,Chrome 77.0.3865.90,"Chceking the two EMI options order.
i.e Low to High 
and High to Low.",,2019-09-21 14:08:24,2019-09-21 14:08:29,4.603s,PASSED
