Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Sort_Filter_ProductCount_Loadmore_Emi,Chrome 77.0.3865.90,This suite is being created just to check the Flow of Execution of Test Cases rather than each time opening the Browser.,,2019-09-20 18:54:16,2019-09-20 18:56:50,2m - 33.826s,INCOMPLETE
,,,,,,,
Test Cases/PLPproductCount,Chrome 77.0.3865.90,"In this Test Case we are verifying if the Product count initially loaded is 30. 
If the user clicks on Load More Functionality than again more 30 products should only be loaded.
Her we are even verifying the total product Count.",,2019-09-20 18:54:25,2019-09-20 18:54:36,10.401s,PASSED
i = 3,Chrome 77.0.3865.90,,,2019-09-20 18:54:26,2019-09-20 18:54:26,0.000s,PASSED
Resources.selectCity(),Chrome 77.0.3865.90,,,2019-09-20 18:54:26,2019-09-20 18:54:28,2.564s,PASSED
Thread.sleep(2000),Chrome 77.0.3865.90,,,2019-09-20 18:54:28,2019-09-20 18:54:30,2.005s,PASSED
Resources.moveToMobiles(),Chrome 77.0.3865.90,,,2019-09-20 18:54:30,2019-09-20 18:54:32,1.736s,PASSED
Assert.assertFalse(Resources.checkifComparepopuppresent()),Chrome 77.0.3865.90,,,2019-09-20 18:54:32,2019-09-20 18:54:32,0.220s,PASSED
incrementCount = 0,Chrome 77.0.3865.90,,,2019-09-20 18:54:32,2019-09-20 18:54:32,0.000s,PASSED
count = new plp.CountProducts(),Chrome 77.0.3865.90,,,2019-09-20 18:54:32,2019-09-20 18:54:32,0.003s,PASSED
totalProductCount = Resources.getTotalCount(),Chrome 77.0.3865.90,,,2019-09-20 18:54:32,2019-09-20 18:54:32,0.104s,PASSED
"total = Resources.verifyLoadCount(i, totalProductCount, count)",Chrome 77.0.3865.90,,,2019-09-20 18:54:32,2019-09-20 18:54:33,0.553s,PASSED
"Assert.assertEquals(total, totalProductCount)",Chrome 77.0.3865.90,,,2019-09-20 18:54:33,2019-09-20 18:54:33,0.001s,PASSED
Start tear down : tearDownTestCase,Chrome 77.0.3865.90,,,2019-09-20 18:54:33,2019-09-20 18:54:36,3.002s,PASSED
,,,,,,,
Test Cases/SortLowertoHigherCheck,Chrome 77.0.3865.90,"Chceking the two EMI options order.
i.e Low to High 
and High to Low.",,2019-09-20 18:54:36,2019-09-20 18:54:41,5.393s,PASSED
i = 3,Chrome 77.0.3865.90,,,2019-09-20 18:54:36,2019-09-20 18:54:36,0.002s,PASSED
driver = getWebDriver(),Chrome 77.0.3865.90,,,2019-09-20 18:54:36,2019-09-20 18:54:36,0.001s,PASSED
"mouseOver(findTestObject(""Object Repository/PLPpage/PLP_Title""))",Chrome 77.0.3865.90,,,2019-09-20 18:54:36,2019-09-20 18:54:36,0.176s,PASSED
totalProducts = Resources.getTotalCount(),Chrome 77.0.3865.90,,,2019-09-20 18:54:36,2019-09-20 18:54:36,0.051s,PASSED
emiPrice = new java.util.ArrayList(),Chrome 77.0.3865.90,,,2019-09-20 18:54:36,2019-09-20 18:54:36,0.000s,PASSED
"emiPrice.addAll(Resources.getallEMIValues(i, totalProducts))",Chrome 77.0.3865.90,,,2019-09-20 18:54:36,2019-09-20 18:54:38,2.006s,PASSED
println(emiPrice),Chrome 77.0.3865.90,,,2019-09-20 18:54:38,2019-09-20 18:54:38,0.002s,PASSED
"for ([j = 0, j < emiPrice.size() - 1, (j++)])",Chrome 77.0.3865.90,,,2019-09-20 18:54:38,2019-09-20 18:54:38,0.015s,PASSED
Start tear down : tearDownTestCase,Chrome 77.0.3865.90,,,2019-09-20 18:54:38,2019-09-20 18:54:41,3.002s,PASSED
,,,,,,,
Test Cases/SortHighertoLowerCheck,Chrome 77.0.3865.90,This test case is used to check if the sort is working appropriately..if the filter selected is Highr to Lower,,2019-09-20 18:54:41,2019-09-20 18:54:54,12.996s,PASSED
i = 3,Chrome 77.0.3865.90,,,2019-09-20 18:54:41,2019-09-20 18:54:41,0.001s,PASSED
"mouseOver(findTestObject(""Object Repository/PLPpage/PLP_Title""))",Chrome 77.0.3865.90,,,2019-09-20 18:54:41,2019-09-20 18:54:41,0.170s,PASSED
"waitForElementNotPresent(findTestObject(""Object Repository/PLPpage/EMIHightoLow""), 5)",Chrome 77.0.3865.90,,,2019-09-20 18:54:41,2019-09-20 18:54:47,5.299s,PASSED
"click(findTestObject(""Object Repository/PLPpage/EMIHightoLow""))",Chrome 77.0.3865.90,,,2019-09-20 18:54:47,2019-09-20 18:54:47,0.169s,PASSED
Thread.sleep(2000),Chrome 77.0.3865.90,,,2019-09-20 18:54:47,2019-09-20 18:54:49,2.001s,PASSED
count = new plp.CountProducts(),Chrome 77.0.3865.90,,,2019-09-20 18:54:49,2019-09-20 18:54:49,0.002s,PASSED
totalProductCount = Resources.getTotalCount(),Chrome 77.0.3865.90,,,2019-09-20 18:54:49,2019-09-20 18:54:49,0.088s,PASSED
"flag = Resources.verifyLoadCount(i, totalProductCount, count)",Chrome 77.0.3865.90,,,2019-09-20 18:54:49,2019-09-20 18:54:49,0.358s,PASSED
emi = new java.util.ArrayList(),Chrome 77.0.3865.90,,,2019-09-20 18:54:49,2019-09-20 18:54:49,0.001s,PASSED
"emi.addAll(Resources.getallEMIValues(i, Resources.getTotalCount()))",Chrome 77.0.3865.90,,,2019-09-20 18:54:49,2019-09-20 18:54:51,1.752s,PASSED
"for ([j = 0, j < emi.size() - 1, (j++)])",Chrome 77.0.3865.90,,,2019-09-20 18:54:51,2019-09-20 18:54:51,0.010s,PASSED
Start tear down : tearDownTestCase,Chrome 77.0.3865.90,,,2019-09-20 18:54:51,2019-09-20 18:54:54,3.001s,PASSED
,,,,,,,
Test Cases/AddingproductstoCompare,Chrome 77.0.3865.90,Verifying if the nos. of products added to compare are appropriate or not.,,2019-09-20 18:54:54,2019-09-20 18:55:30,35.712s,PASSED
driver = getWebDriver(),Chrome 77.0.3865.90,,,2019-09-20 18:54:54,2019-09-20 18:54:54,0.000s,PASSED
productNames = new java.util.ArrayList(),Chrome 77.0.3865.90,,,2019-09-20 18:54:54,2019-09-20 18:54:54,0.000s,PASSED
"mouseOver(findTestObject(""Object Repository/PLPpage/PLP_Title""))",Chrome 77.0.3865.90,,,2019-09-20 18:54:54,2019-09-20 18:54:54,0.173s,PASSED
flag = false,Chrome 77.0.3865.90,,,2019-09-20 18:54:54,2019-09-20 18:54:54,0.000s,PASSED
"for ([i = 1, i <= nosOfProducts * 2, i += 2])",Chrome 77.0.3865.90,,,2019-09-20 18:54:54,2019-09-20 18:55:04,9.982s,PASSED
namesofProducts = productNames,Chrome 77.0.3865.90,,,2019-09-20 18:55:04,2019-09-20 18:55:04,0.000s,PASSED
Thread.sleep(3000),Chrome 77.0.3865.90,,,2019-09-20 18:55:04,2019-09-20 18:55:07,3.001s,PASSED
"count = callTestCase(findTestCase(""Test Cases/VerifyComparePopUpCount""), null)",Chrome 77.0.3865.90,,,2019-09-20 18:55:07,2019-09-20 18:55:08,0.331s,PASSED
"Assert.assertEquals(Integer.parseInt(count), nosOfProducts)",Chrome 77.0.3865.90,,,2019-09-20 18:55:08,2019-09-20 18:55:08,0.000s,PASSED
"callTestCase(findTestCase(""Test Cases/AddingExtraProductToCompare""), null)",Chrome 77.0.3865.90,,,2019-09-20 18:55:08,2019-09-20 18:55:11,3.371s,PASSED
"waitForElementNotPresent(findTestObject(""Object Repository/CompareFunctionality/ComparePopUp""), 5)",Chrome 77.0.3865.90,,,2019-09-20 18:55:11,2019-09-20 18:55:16,5.276s,PASSED
"click(findTestObject(""Object Repository/CompareFunctionality/ComparePopUp""))",Chrome 77.0.3865.90,,,2019-09-20 18:55:16,2019-09-20 18:55:18,1.298s,PASSED
com = new pom_files.ComparePage(driver),Chrome 77.0.3865.90,,,2019-09-20 18:55:18,2019-09-20 18:55:18,0.002s,PASSED
noofElements = com.compareElementsSize(),Chrome 77.0.3865.90,,,2019-09-20 18:55:18,2019-09-20 18:55:18,0.098s,PASSED
"Assert.assertEquals(noofElements, nosOfProducts)",Chrome 77.0.3865.90,,,2019-09-20 18:55:18,2019-09-20 18:55:18,0.000s,PASSED
"for ([j = 1, j <= nosOfProducts, (j++)])",Chrome 77.0.3865.90,,,2019-09-20 18:55:18,2019-09-20 18:55:27,9.020s,PASSED
Start tear down : tearDownTestCase,Chrome 77.0.3865.90,,,2019-09-20 18:55:27,2019-09-20 18:55:30,3.003s,PASSED
,,,,,,,
Test Cases/CheckifCommonFeaturesareHidden,Chrome 77.0.3865.90,This test case is used to verify if the Hide Common features button is working appropriately or not..,,2019-09-20 18:55:30,2019-09-20 18:55:33,3.343s,PASSED
driver = getWebDriver(),Chrome 77.0.3865.90,,,2019-09-20 18:55:30,2019-09-20 18:55:30,0.001s,PASSED
"click(findTestObject(""Object Repository/CompareFunctionality/HideCommonFeaturesCheckbox""))",Chrome 77.0.3865.90,,,2019-09-20 18:55:30,2019-09-20 18:55:30,0.114s,PASSED
"style = getAttribute(findTestObject(""Object Repository/CompareFunctionality/CommonRows""), ""style"")",Chrome 77.0.3865.90,,,2019-09-20 18:55:30,2019-09-20 18:55:30,0.090s,PASSED
println(style),Chrome 77.0.3865.90,,,2019-09-20 18:55:30,2019-09-20 18:55:30,0.000s,PASSED
flag = true,Chrome 77.0.3865.90,,,2019-09-20 18:55:30,2019-09-20 18:55:30,0.001s,PASSED
"Assert.assertEquals(flag, !(style.isEmpty()))",Chrome 77.0.3865.90,,,2019-09-20 18:55:30,2019-09-20 18:55:30,0.000s,PASSED
Start tear down : tearDownTestCase,Chrome 77.0.3865.90,,,2019-09-20 18:55:30,2019-09-20 18:55:33,3.002s,PASSED
,,,,,,,
Test Cases/RemoveFeatureofCompareProducts,Chrome 77.0.3865.90,Verifying the Remove feature which is associated with  the Compare Functionality,,2019-09-20 18:55:33,2019-09-20 18:55:47,14.090s,FAILED
driver = getWebDriver(),Chrome 77.0.3865.90,,,2019-09-20 18:55:33,2019-09-20 18:55:33,0.001s,PASSED
Thread.sleep(3000),Chrome 77.0.3865.90,,,2019-09-20 18:55:33,2019-09-20 18:55:36,3.001s,PASSED
"click(findTestObject(""Object Repository/CompareFunctionality/i_Get This Product_fa fa-times""))",Chrome 77.0.3865.90,,,2019-09-20 18:55:36,2019-09-20 18:55:37,0.129s,PASSED
Thread.sleep(3000),Chrome 77.0.3865.90,,,2019-09-20 18:55:37,2019-09-20 18:55:40,3.001s,PASSED
"confirmMessage = getText(findTestObject(""Object Repository/CompareFunctionality/CompareWarningpPopup""))",Chrome 77.0.3865.90,,,2019-09-20 18:55:40,2019-09-20 18:55:40,0.096s,PASSED
"click(findTestObject(""Object Repository/CompareFunctionality/span_OK""))",Chrome 77.0.3865.90,,,2019-09-20 18:55:40,2019-09-20 18:55:41,1.509s,PASSED
Assert.assertNotNull(confirmMessage),Chrome 77.0.3865.90,,,2019-09-20 18:55:41,2019-09-20 18:55:41,0.001s,PASSED
(internal.GlobalVariable.nosOfProducts--),Chrome 77.0.3865.90,,,2019-09-20 18:55:41,2019-09-20 18:55:41,0.001s,PASSED
refresh(),Chrome 77.0.3865.90,,,2019-09-20 18:55:41,2019-09-20 18:55:41,0.104s,PASSED
count = Resources.nosOfProductsonComparePage(driver),Chrome 77.0.3865.90,,,2019-09-20 18:55:41,2019-09-20 18:55:42,0.968s,PASSED
"Assert.assertEquals(count, nosOfProducts)",Chrome 77.0.3865.90,,,2019-09-20 18:55:42,2019-09-20 18:55:42,0.001s,PASSED
Resources.movingToSmartphonesPage(),Chrome 77.0.3865.90,,,2019-09-20 18:55:42,2019-09-20 18:55:44,1.922s,PASSED
"productCount = callTestCase(findTestCase(""Test Cases/VerifyComparePopUpCount""), null)",Chrome 77.0.3865.90,,,2019-09-20 18:55:44,2019-09-20 18:55:44,0.212s,FAILED
Start tear down : tearDownTestCase,Chrome 77.0.3865.90,,,2019-09-20 18:55:44,2019-09-20 18:55:47,3.002s,PASSED
,,,,,,,
