Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Sort_Filter_ProductCount_Loadmore_Emi,Chrome 77.0.3865.90,This suite is being created just to check the Flow of Execution of Test Cases rather than each time opening the Browser.,,2019-09-20 19:21:27,2019-09-20 19:24:08,2m - 40.877s,INCOMPLETE
,,,,,,,
Test Cases/PLPproductCount,Chrome 77.0.3865.90,"In this Test Case we are verifying if the Product count initially loaded is 30. 
If the user clicks on Load More Functionality than again more 30 products should only be loaded.
Her we are even verifying the total product Count.",,2019-09-20 19:21:36,2019-09-20 19:21:46,9.681s,PASSED
i = 3,Chrome 77.0.3865.90,,,2019-09-20 19:21:36,2019-09-20 19:21:36,0.001s,PASSED
Resources.selectCity(),Chrome 77.0.3865.90,,,2019-09-20 19:21:36,2019-09-20 19:21:38,1.999s,PASSED
Thread.sleep(2000),Chrome 77.0.3865.90,,,2019-09-20 19:21:38,2019-09-20 19:21:40,2.004s,PASSED
Resources.movingToSmartphonesPage(),Chrome 77.0.3865.90,,,2019-09-20 19:21:40,2019-09-20 19:21:42,1.655s,PASSED
Assert.assertFalse(Resources.checkifComparepopuppresent()),Chrome 77.0.3865.90,,,2019-09-20 19:21:42,2019-09-20 19:21:42,0.206s,PASSED
incrementCount = 0,Chrome 77.0.3865.90,,,2019-09-20 19:21:42,2019-09-20 19:21:42,0.000s,PASSED
count = new plp.CountProducts(),Chrome 77.0.3865.90,,,2019-09-20 19:21:42,2019-09-20 19:21:42,0.002s,PASSED
totalProductCount = Resources.getTotalCount(),Chrome 77.0.3865.90,,,2019-09-20 19:21:42,2019-09-20 19:21:42,0.127s,PASSED
"total = Resources.verifyLoadCount(i, totalProductCount, count)",Chrome 77.0.3865.90,,,2019-09-20 19:21:42,2019-09-20 19:21:43,0.474s,PASSED
"Assert.assertEquals(total, totalProductCount)",Chrome 77.0.3865.90,,,2019-09-20 19:21:43,2019-09-20 19:21:43,0.001s,PASSED
Start tear down : tearDownTestCase,Chrome 77.0.3865.90,,,2019-09-20 19:21:43,2019-09-20 19:21:46,3.003s,PASSED
,,,,,,,
Test Cases/SortLowertoHigherCheck,Chrome 77.0.3865.90,"Chceking the two EMI options order.
i.e Low to High 
and High to Low.",,2019-09-20 19:21:46,2019-09-20 19:21:50,4.471s,PASSED
i = 3,Chrome 77.0.3865.90,,,2019-09-20 19:21:46,2019-09-20 19:21:46,0.000s,PASSED
driver = getWebDriver(),Chrome 77.0.3865.90,,,2019-09-20 19:21:46,2019-09-20 19:21:46,0.000s,PASSED
"mouseOver(findTestObject(""Object Repository/PLPpage/PLP_Title""))",Chrome 77.0.3865.90,,,2019-09-20 19:21:46,2019-09-20 19:21:46,0.178s,PASSED
totalProducts = Resources.getTotalCount(),Chrome 77.0.3865.90,,,2019-09-20 19:21:46,2019-09-20 19:21:46,0.057s,PASSED
emiPrice = new java.util.ArrayList(),Chrome 77.0.3865.90,,,2019-09-20 19:21:46,2019-09-20 19:21:46,0.001s,PASSED
