Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Sort_Filter_ProductCount_Loadmore_Emi,Chrome 77.0.3865.90,This suite is being created just to check the Flow of Execution of Test Cases rather than each time opening the Browser.,,2019-09-20 19:05:21,2019-09-20 19:08:09,2m - 48.274s,INCOMPLETE
,,,,,,,
Test Cases/PLPproductCount,Chrome 77.0.3865.90,"In this Test Case we are verifying if the Product count initially loaded is 30. 
If the user clicks on Load More Functionality than again more 30 products should only be loaded.
Her we are even verifying the total product Count.",,2019-09-20 19:05:30,2019-09-20 19:05:39,8.502s,PASSED
i = 3,Chrome 77.0.3865.90,,,2019-09-20 19:05:31,2019-09-20 19:05:31,0.001s,PASSED
Resources.selectCity(),Chrome 77.0.3865.90,,,2019-09-20 19:05:31,2019-09-20 19:05:31,0.176s,PASSED
Thread.sleep(2000),Chrome 77.0.3865.90,,,2019-09-20 19:05:31,2019-09-20 19:05:33,2.005s,PASSED
Resources.moveToMobiles(),Chrome 77.0.3865.90,,,2019-09-20 19:05:33,2019-09-20 19:05:35,2.145s,PASSED
Assert.assertFalse(Resources.checkifComparepopuppresent()),Chrome 77.0.3865.90,,,2019-09-20 19:05:35,2019-09-20 19:05:35,0.220s,PASSED
incrementCount = 0,Chrome 77.0.3865.90,,,2019-09-20 19:05:35,2019-09-20 19:05:35,0.000s,PASSED
count = new plp.CountProducts(),Chrome 77.0.3865.90,,,2019-09-20 19:05:35,2019-09-20 19:05:35,0.003s,PASSED
totalProductCount = Resources.getTotalCount(),Chrome 77.0.3865.90,,,2019-09-20 19:05:35,2019-09-20 19:05:35,0.145s,PASSED
"total = Resources.verifyLoadCount(i, totalProductCount, count)",Chrome 77.0.3865.90,,,2019-09-20 19:05:35,2019-09-20 19:05:36,0.570s,PASSED
"Assert.assertEquals(total, totalProductCount)",Chrome 77.0.3865.90,,,2019-09-20 19:05:36,2019-09-20 19:05:36,0.001s,PASSED
Start tear down : tearDownTestCase,Chrome 77.0.3865.90,,,2019-09-20 19:05:36,2019-09-20 19:05:39,3.001s,PASSED
,,,,,,,
Test Cases/SortLowertoHigherCheck,Chrome 77.0.3865.90,"Chceking the two EMI options order.
i.e Low to High 
and High to Low.",,2019-09-20 19:05:39,2019-09-20 19:05:44,5.135s,PASSED
i = 3,Chrome 77.0.3865.90,,,2019-09-20 19:05:39,2019-09-20 19:05:39,0.001s,PASSED
driver = getWebDriver(),Chrome 77.0.3865.90,,,2019-09-20 19:05:39,2019-09-20 19:05:39,0.001s,PASSED
"mouseOver(findTestObject(""Object Repository/PLPpage/PLP_Title""))",Chrome 77.0.3865.90,,,2019-09-20 19:05:39,2019-09-20 19:05:39,0.194s,PASSED
