Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Sort_Filter_ProductCount_Loadmore_Emi,Chrome 77.0.3865.90,This suite is being created just to check the Flow of Execution of Test Cases rather than each time opening the Browser.,,2019-09-21 10:33:37,2019-09-21 10:36:30,2m - 53.565s,INCOMPLETE
,,,,,,,
Test Cases/PLPproductCount,Chrome 77.0.3865.90,"In this Test Case we are verifying if the Product count initially loaded is 30. 
If the user clicks on Load More Functionality than again more 30 products should only be loaded.
Her we are even verifying the total product Count.",,2019-09-21 10:33:47,2019-09-21 10:33:59,12.358s,PASSED
i = 3,Chrome 77.0.3865.90,,,2019-09-21 10:33:47,2019-09-21 10:33:47,0.001s,PASSED
Resources.selectCity(),Chrome 77.0.3865.90,,,2019-09-21 10:33:47,2019-09-21 10:33:51,3.851s,PASSED
Thread.sleep(2000),Chrome 77.0.3865.90,,,2019-09-21 10:33:51,2019-09-21 10:33:53,2.004s,PASSED
Resources.movingToSmartphonesPage(),Chrome 77.0.3865.90,,,2019-09-21 10:33:53,2019-09-21 10:33:55,2.407s,PASSED
Assert.assertFalse(Resources.checkifComparepopuppresent()),Chrome 77.0.3865.90,,,2019-09-21 10:33:55,2019-09-21 10:33:56,0.201s,PASSED
incrementCount = 0,Chrome 77.0.3865.90,,,2019-09-21 10:33:56,2019-09-21 10:33:56,0.000s,PASSED
count = new plp.CountProducts(),Chrome 77.0.3865.90,,,2019-09-21 10:33:56,2019-09-21 10:33:56,0.002s,PASSED
totalProductCount = Resources.getTotalCount(),Chrome 77.0.3865.90,,,2019-09-21 10:33:56,2019-09-21 10:33:56,0.117s,PASSED
"total = Resources.verifyLoadCount(i, totalProductCount, count)",Chrome 77.0.3865.90,,,2019-09-21 10:33:56,2019-09-21 10:33:56,0.542s,PASSED
"Assert.assertEquals(total, totalProductCount)",Chrome 77.0.3865.90,,,2019-09-21 10:33:56,2019-09-21 10:33:56,0.001s,PASSED
Start tear down : tearDownTestCase,Chrome 77.0.3865.90,,,2019-09-21 10:33:56,2019-09-21 10:33:59,3.002s,PASSED
,,,,,,,
Test Cases/SortLowertoHigherCheck,Chrome 77.0.3865.90,"Chceking the two EMI options order.
i.e Low to High 
and High to Low.",,2019-09-21 10:33:59,2019-09-21 10:34:04,4.490s,PASSED
i = 3,Chrome 77.0.3865.90,,,2019-09-21 10:34:00,2019-09-21 10:34:00,0.001s,PASSED
driver = getWebDriver(),Chrome 77.0.3865.90,,,2019-09-21 10:34:00,2019-09-21 10:34:00,0.000s,PASSED
"mouseOver(findTestObject(""Object Repository/PLPpage/PLP_Title""))",Chrome 77.0.3865.90,,,2019-09-21 10:34:00,2019-09-21 10:34:00,0.181s,PASSED
totalProducts = Resources.getTotalCount(),Chrome 77.0.3865.90,,,2019-09-21 10:34:00,2019-09-21 10:34:00,0.063s,PASSED
emiPrice = new java.util.ArrayList(),Chrome 77.0.3865.90,,,2019-09-21 10:34:00,2019-09-21 10:34:00,0.001s,PASSED
"emiPrice.addAll(Resources.getallEMIValues(i, totalProducts))",Chrome 77.0.3865.90,,,2019-09-21 10:34:00,2019-09-21 10:34:01,1.106s,PASSED
println(emiPrice),Chrome 77.0.3865.90,,,2019-09-21 10:34:01,2019-09-21 10:34:01,0.001s,PASSED
"for ([j = 0, j < emiPrice.size() - 1, (j++)])",Chrome 77.0.3865.90,,,2019-09-21 10:34:01,2019-09-21 10:34:01,0.006s,PASSED
Start tear down : tearDownTestCase,Chrome 77.0.3865.90,,,2019-09-21 10:34:01,2019-09-21 10:34:04,3.002s,PASSED
,,,,,,,
Test Cases/SortHighertoLowerCheck,Chrome 77.0.3865.90,This test case is used to check if the sort is working appropriately..if the filter selected is Highr to Lower,,2019-09-21 10:34:04,2019-09-21 10:34:16,12.153s,PASSED
i = 3,Chrome 77.0.3865.90,,,2019-09-21 10:34:04,2019-09-21 10:34:04,0.000s,PASSED
"mouseOver(findTestObject(""Object Repository/PLPpage/PLP_Title""))",Chrome 77.0.3865.90,,,2019-09-21 10:34:04,2019-09-21 10:34:04,0.174s,PASSED
"waitForElementNotPresent(findTestObject(""Object Repository/PLPpage/EMIHightoLow""), 5)",Chrome 77.0.3865.90,,,2019-09-21 10:34:04,2019-09-21 10:34:09,5.191s,PASSED
"click(findTestObject(""Object Repository/PLPpage/EMIHightoLow""))",Chrome 77.0.3865.90,,,2019-09-21 10:34:09,2019-09-21 10:34:10,0.117s,PASSED
Thread.sleep(2000),Chrome 77.0.3865.90,,,2019-09-21 10:34:10,2019-09-21 10:34:12,2.002s,PASSED
