Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Sort_Filter_ProductCount_Loadmore_Emi,Chrome 77.0.3865.90,This suite is being created just to check the Flow of Execution of Test Cases rather than each time opening the Browser.,,2019-09-20 19:34:43,2019-09-20 19:37:32,2m - 49.623s,INCOMPLETE
,,,,,,,
Test Cases/PLPproductCount,Chrome 77.0.3865.90,"In this Test Case we are verifying if the Product count initially loaded is 30. 
If the user clicks on Load More Functionality than again more 30 products should only be loaded.
Her we are even verifying the total product Count.",,2019-09-20 19:34:52,2019-09-20 19:35:06,14.565s,PASSED
i = 3,Chrome 77.0.3865.90,,,2019-09-20 19:34:52,2019-09-20 19:34:52,0.001s,PASSED
Resources.selectCity(),Chrome 77.0.3865.90,,,2019-09-20 19:34:52,2019-09-20 19:34:54,1.792s,PASSED
Thread.sleep(2000),Chrome 77.0.3865.90,,,2019-09-20 19:34:54,2019-09-20 19:34:56,2.007s,PASSED
Resources.movingToSmartphonesPage(),Chrome 77.0.3865.90,,,2019-09-20 19:34:56,2019-09-20 19:34:57,1.725s,PASSED
Assert.assertFalse(Resources.checkifComparepopuppresent()),Chrome 77.0.3865.90,,,2019-09-20 19:34:57,2019-09-20 19:34:57,0.161s,PASSED
incrementCount = 0,Chrome 77.0.3865.90,,,2019-09-20 19:34:57,2019-09-20 19:34:57,0.001s,PASSED
count = new plp.CountProducts(),Chrome 77.0.3865.90,,,2019-09-20 19:34:57,2019-09-20 19:34:57,0.004s,PASSED
totalProductCount = Resources.getTotalCount(),Chrome 77.0.3865.90,,,2019-09-20 19:34:57,2019-09-20 19:34:58,0.119s,PASSED
"total = Resources.verifyLoadCount(i, totalProductCount, count)",Chrome 77.0.3865.90,,,2019-09-20 19:34:58,2019-09-20 19:35:03,5.493s,PASSED
"Assert.assertEquals(total, totalProductCount)",Chrome 77.0.3865.90,,,2019-09-20 19:35:03,2019-09-20 19:35:03,0.001s,PASSED
Start tear down : tearDownTestCase,Chrome 77.0.3865.90,,,2019-09-20 19:35:03,2019-09-20 19:35:06,3.003s,PASSED
,,,,,,,
Test Cases/SortLowertoHigherCheck,Chrome 77.0.3865.90,"Chceking the two EMI options order.
i.e Low to High 
and High to Low.",,2019-09-20 19:35:06,2019-09-20 19:35:11,4.569s,PASSED
i = 3,Chrome 77.0.3865.90,,,2019-09-20 19:35:06,2019-09-20 19:35:06,0.001s,PASSED
driver = getWebDriver(),Chrome 77.0.3865.90,,,2019-09-20 19:35:06,2019-09-20 19:35:06,0.000s,PASSED
"mouseOver(findTestObject(""Object Repository/PLPpage/PLP_Title""))",Chrome 77.0.3865.90,,,2019-09-20 19:35:06,2019-09-20 19:35:06,0.183s,PASSED
totalProducts = Resources.getTotalCount(),Chrome 77.0.3865.90,,,2019-09-20 19:35:06,2019-09-20 19:35:06,0.058s,PASSED
emiPrice = new java.util.ArrayList(),Chrome 77.0.3865.90,,,2019-09-20 19:35:06,2019-09-20 19:35:06,0.000s,PASSED
